play_type,posteam,rushing_yards,rusher_id,rusher_player_id,rusher_player_name,ydstogo,down,yardline_100,run_location,score_differential,game_seconds_remaining
pass,LA,,,,,6.0,2.0,56.0,,-7.0,2954.0
no_play,,,,,,0.0,,,,,2912.0
run,LA,13.0,,00-0035939,B.Perkins,5.0,3.0,55.0,left,-7.0,2912.0
run,LA,2.0,00-0037840,00-0037840,K.Williams,10.0,1.0,42.0,left,-7.0,2872.0
pass,LA,,,,,8.0,2.0,40.0,,-7.0,2827.0
run,LA,-1.0,00-0037840,00-0037840,K.Williams,10.0,1.0,25.0,left,-7.0,2781.0
pass,LA,,,,,11.0,2.0,26.0,,-7.0,2735.0
run,LA,-3.0,00-0037840,00-0037840,K.Williams,11.0,3.0,26.0,right,-7.0,2730.0
,LA,,,,,0.0,,,,-7.0,2700.0
field_goal,LA,,,,,14.0,4.0,29.0,,-7.0,2700.0
kickoff,KC,,,,,0.0,,35.0,,4.0,2697.0
run,KC,9.0,00-0037197,00-0037197,I.Pacheco,10.0,1.0,75.0,left,4.0,2697.0
pass,KC,,,,,1.0,2.0,66.0,,4.0,2661.0
pass,KC,,,,,10.0,1.0,64.0,,4.0,2621.0
no_play,KC,,,,,10.0,1.0,50.0,,4.0,2579.0
no_play,,,,,,0.0,,,,,2573.0
run,KC,3.0,00-0037197,00-0037197,I.Pacheco,10.0,1.0,45.0,middle,4.0,2573.0
pass,KC,,,,,7.0,2.0,42.0,,4.0,2540.0
run,KC,3.0,00-0034816,00-0034816,R.Jones,10.0,1.0,20.0,middle,4.0,2504.0
pass,KC,,,,,7.0,2.0,17.0,,4.0,2466.0
run,KC,13.0,,00-0033873,P.Mahomes,7.0,3.0,17.0,right,4.0,2456.0
no_play,KC,,,,,4.0,1.0,4.0,,4.0,2414.0
pass,KC,,,,,9.0,1.0,9.0,,4.0,2408.0
pass,KC,,,,,9.0,2.0,9.0,,4.0,2402.0
pass,KC,,,,,9.0,3.0,9.0,,4.0,2399.0
field_goal,KC,,,,,9.0,4.0,9.0,,4.0,2393.0
kickoff,LA,,,,,0.0,,35.0,,-7.0,2390.0
no_play,LA,,,,,10.0,1.0,75.0,,-7.0,2390.0
run,LA,1.0,00-0036414,00-0036414,C.Akers,15.0,1.0,80.0,left,-7.0,2390.0
no_play,,,,,,0.0,,,,,2347.0
run,LA,5.0,00-0035939,00-0035939,B.Perkins,14.0,2.0,79.0,left,-7.0,2347.0
run,LA,10.0,,00-0035939,B.Perkins,9.0,3.0,74.0,right,-7.0,2308.0
run,LA,-1.0,00-0037840,00-0037840,K.Williams,10.0,1.0,64.0,left,-7.0,2271.0
run,LA,5.0,00-0037840,00-0037840,K.Williams,11.0,2.0,65.0,middle,-7.0,2233.0
run,LA,1.0,00-0035939,00-0035939,B.Perkins,6.0,3.0,60.0,left,-7.0,2202.0
pass,LA,,,,,5.0,4.0,59.0,,-7.0,2161.0
no_play,,,,,,0.0,,,,,2113.0
pass,LA,,,,,10.0,1.0,53.0,,-7.0,2113.0
run,LA,8.0,00-0036414,00-0036414,C.Akers,19.0,2.0,62.0,left,-7.0,2076.0
run,LA,2.0,00-0035939,00-0035939,B.Perkins,11.0,3.0,54.0,left,-7.0,2038.0
punt,LA,,,,,9.0,4.0,52.0,,-7.0,2002.0
pass,KC,,,,,10.0,1.0,96.0,,7.0,1996.0
run,KC,6.0,00-0037197,00-0037197,I.Pacheco,10.0,1.0,75.0,right,7.0,1970.0
pass,KC,,,,,4.0,2.0,69.0,,7.0,1942.0
,,,,,,0.0,,,,,1920.0
pass,KC,,,,,10.0,1.0,61.0,,7.0,1920.0
pass,KC,,,,,10.0,2.0,61.0,,7.0,1914.0
pass,KC,,,,,10.0,1.0,49.0,,7.0,1895.0
pass,KC,,,,,10.0,2.0,49.0,,7.0,1892.0
pass,KC,,,,,3.0,3.0,42.0,,7.0,1866.0
no_play,,,,,,0.0,,,,,1860.0
no_play,KC,,,,,10.0,1.0,33.0,,7.0,1860.0
pass,KC,,,,,20.0,1.0,43.0,,7.0,1853.0
pass,KC,,,,,10.0,1.0,22.0,,7.0,1834.0
no_play,,,,,,0.0,,,,,1826.0
pass,KC,,,,,1.0,2.0,13.0,,7.0,1826.0
pass,KC,,,,,1.0,3.0,13.0,,7.0,1822.0
field_goal,KC,,,,,1.0,4.0,13.0,,7.0,1819.0
kickoff,LA,,,,,0.0,,35.0,,-10.0,1816.0
qb_kneel,LA,-1.0,00-0035939,00-0035939,B.Perkins,10.0,1.0,77.0,,-10.0,1810.0
,,,,,,0.0,,,,,1800.0
kickoff,LA,,,,,0.0,,35.0,,-10.0,1800.0
run,LA,3.0,00-0036414,00-0036414,C.Akers,10.0,1.0,75.0,left,-10.0,1800.0
pass,LA,,,,,7.0,2.0,72.0,,-10.0,1761.0
pass,LA,,,,,7.0,3.0,72.0,,-10.0,1757.0
punt,LA,,,,,12.0,4.0,77.0,,-10.0,1712.0
run,KC,1.0,00-0037197,00-0037197,I.Pacheco,10.0,1.0,71.0,middle,10.0,1704.0
pass,KC,,,,,9.0,2.0,70.0,,10.0,1666.0
pass,KC,,,,,10.0,1.0,60.0,,10.0,1629.0
run,KC,2.0,00-0037197,00-0037197,I.Pacheco,5.0,2.0,55.0,right,10.0,1597.0
pass,KC,,,,,3.0,3.0,53.0,,10.0,1557.0
pass,KC,,,,,10.0,1.0,45.0,,10.0,1512.0
run,KC,5.0,00-0034816,00-0034816,R.Jones,3.0,2.0,38.0,right,10.0,1470.0
run,KC,3.0,00-0034816,00-0034816,R.Jones,10.0,1.0,33.0,right,10.0,1436.0
pass,KC,,,,,7.0,2.0,30.0,,10.0,1398.0
run,KC,3.0,00-0037197,00-0037197,I.Pacheco,10.0,1.0,13.0,middle,10.0,1363.0
run,KC,7.0,,00-0033873,P.Mahomes,7.0,2.0,10.0,left,10.0,1328.0
run,KC,3.0,00-0037197,00-0037197,I.Pacheco,3.0,1.0,3.0,middle,10.0,1296.0
extra_point,KC,,,,,0.0,,15.0,,16.0,1292.0
kickoff,LA,,,,,0.0,,35.0,,-17.0,1292.0
pass,LA,,,,,10.0,1.0,75.0,,-17.0,1292.0
pass,LA,,,,,10.0,1.0,59.0,,-17.0,1262.0
run,LA,9.0,00-0037840,00-0037840,K.Williams,10.0,2.0,59.0,middle,-17.0,1229.0
run,LA,2.0,00-0035939,00-0035939,B.Perkins,1.0,3.0,50.0,middle,-17.0,1198.0
pass,LA,,,,,10.0,1.0,48.0,,-17.0,1170.0
run,LA,2.0,00-0037840,00-0037840,K.Williams,4.0,2.0,42.0,right,-17.0,1138.0
pass,LA,,,,,2.0,3.0,40.0,,-17.0,1091.0
pass,LA,,,,,2.0,4.0,40.0,,-17.0,1088.0
run,LA,2.0,00-0037840,00-0037840,K.Williams,10.0,1.0,32.0,right,-17.0,1053.0
pass,LA,,,,,8.0,2.0,30.0,,-17.0,1011.0
pass,LA,,,,,10.0,1.0,15.0,,-17.0,975.0
run,LA,2.0,00-0036414,00-0036414,C.Akers,10.0,2.0,15.0,right,-17.0,969.0
pass,LA,,,,,8.0,3.0,13.0,,-17.0,942.0
,LA,,,,,0.0,,,,-17.0,900.0
pass,LA,,,,,2.0,4.0,7.0,,-17.0,900.0
extra_point,LA,,,,,0.0,,15.0,,-11.0,896.0
kickoff,KC,,,,,0.0,,35.0,,10.0,896.0
pass,KC,,,,,10.0,1.0,75.0,,10.0,896.0
run,KC,1.0,00-0034816,00-0034816,R.Jones,10.0,1.0,61.0,left,10.0,868.0
pass,KC,,,,,9.0,2.0,60.0,,10.0,832.0
pass,KC,,,,,10.0,1.0,45.0,,10.0,794.0
run,KC,4.0,00-0037197,00-0037197,I.Pacheco,10.0,1.0,22.0,middle,10.0,753.0
pass,KC,,,,,6.0,2.0,18.0,,10.0,713.0
pass,KC,,,,,2.0,3.0,14.0,,10.0,673.0
pass,KC,,,,,9.0,1.0,9.0,,10.0,637.0
pass,KC,,,,,7.0,2.0,7.0,,10.0,595.0
no_play,KC,,,,,7.0,3.0,7.0,,10.0,591.0
run,KC,0.0,00-0037197,00-0037197,I.Pacheco,4.0,1.0,4.0,middle,10.0,576.0
no_play,,,,,,0.0,,,,,542.0
pass,KC,,,,,4.0,2.0,4.0,,10.0,542.0
pass,KC,,,,,4.0,3.0,4.0,,10.0,535.0
run,LA,4.0,00-0037840,00-0037840,K.Williams,10.0,1.0,80.0,middle,-10.0,530.0
pass,LA,,,,,6.0,2.0,76.0,,-10.0,501.0
run,KC,4.0,00-0037197,00-0037197,I.Pacheco,9.0,1.0,9.0,right,10.0,489.0
run,KC,1.0,00-0037197,00-0037197,I.Pacheco,5.0,2.0,5.0,middle,10.0,449.0
pass,KC,,,,,4.0,3.0,4.0,,10.0,405.0
field_goal,KC,,,,,4.0,4.0,4.0,,10.0,399.0
kickoff,LA,,,,,0.0,,35.0,,-13.0,396.0
run,LA,7.0,00-0037840,00-0037840,K.Williams,10.0,1.0,73.0,middle,-13.0,391.0
pass,LA,,,,,3.0,2.0,66.0,,-13.0,372.0
run,LA,4.0,,00-0035939,B.Perkins,10.0,1.0,61.0,middle,-13.0,350.0
pass,LA,,,,,6.0,2.0,57.0,,-13.0,327.0
run,KC,8.0,00-0037197,00-0037197,I.Pacheco,10.0,1.0,27.0,left,13.0,317.0
run,KC,0.0,00-0037197,00-0037197,I.Pacheco,2.0,2.0,19.0,middle,13.0,274.0
run,KC,2.0,00-0037197,00-0037197,I.Pacheco,2.0,3.0,19.0,left,13.0,231.0
run,KC,2.0,00-0037197,00-0037197,I.Pacheco,10.0,1.0,17.0,left,13.0,189.0
run,KC,-1.0,00-0037197,00-0037197,I.Pacheco,8.0,2.0,15.0,right,13.0,146.0
run,KC,3.0,00-0037197,00-0037197,I.Pacheco,8.0,1.0,8.0,right,13.0,140.0
,,,,,,0.0,,,,,120.0
run,KC,1.0,00-0037197,00-0037197,I.Pacheco,5.0,2.0,5.0,right,13.0,120.0
no_play,,,,,,0.0,,,,,114.0
run,KC,1.0,00-0037197,00-0037197,I.Pacheco,4.0,3.0,4.0,middle,13.0,114.0
no_play,,,,,,0.0,,,,,107.0
field_goal,KC,,,,,3.0,4.0,3.0,,13.0,107.0
kickoff,LA,,,,,0.0,,35.0,,-16.0,104.0
pass,LA,,,,,10.0,1.0,84.0,,-16.0,100.0
pass,LA,,,,,5.0,2.0,79.0,,-16.0,79.0
run,LA,9.0,00-0037840,00-0037840,K.Williams,5.0,3.0,79.0,middle,-16.0,74.0
pass,LA,,,,,10.0,1.0,70.0,,-16.0,53.0
pass,LA,,,,,10.0,2.0,70.0,,-16.0,47.0
pass,LA,,,,,6.0,3.0,66.0,,-16.0,20.0
,,,,,,0.0,,,,,0.0
,,,,,,0.0,,,,,3600.0
kickoff,LAC,,,,,0.0,,35.0,,0.0,3600.0
run,LAC,7.0,00-0033699,00-0033699,A.Ekeler,10.0,1.0,75.0,left,0.0,3600.0
pass,LAC,,,,,3.0,2.0,68.0,,0.0,3569.0
pass,LAC,,,,,3.0,3.0,68.0,,0.0,3564.0
run,LAC,3.0,00-0038045,00-0038045,I.Spiller,10.0,1.0,55.0,middle,0.0,3532.0
run,LAC,0.0,00-0038045,00-0038045,I.Spiller,7.0,2.0,52.0,middle,0.0,3494.0
pass,LAC,,,,,7.0,3.0,52.0,,0.0,3452.0
punt,LAC,,,,,15.0,4.0,60.0,,0.0,3412.0
pass,ARI,,,,,10.0,1.0,88.0,,0.0,3404.0
run,ARI,18.0,00-0033553,00-0033553,J.Conner,10.0,1.0,77.0,left,0.0,3376.0
run,ARI,8.0,00-0033553,00-0033553,J.Conner,10.0,1.0,59.0,left,0.0,3338.0
pass,LAC,,,,,10.0,1.0,47.0,,0.0,3327.0
pass,LAC,,,,,4.0,2.0,41.0,,0.0,3300.0
pass,LAC,,,,,4.0,3.0,41.0,,0.0,3296.0
punt,LAC,,,,,7.0,4.0,44.0,,0.0,3255.0
no_play,ARI,,00-0033553,,,10.0,1.0,82.0,,0.0,3245.0
run,ARI,11.0,,00-0035228,K.Murray,19.0,1.0,91.0,left,0.0,3222.0
pass,ARI,,,,,8.0,2.0,80.0,,0.0,3191.0
run,ARI,8.0,00-0033553,00-0033553,J.Conner,10.0,1.0,63.0,left,0.0,3145.0
run,ARI,6.0,00-0033553,00-0033553,J.Conner,2.0,2.0,55.0,middle,0.0,3110.0
run,ARI,7.0,00-0035228,00-0035228,K.Murray,10.0,1.0,49.0,right,0.0,3075.0
run,ARI,-1.0,00-0033553,00-0033553,J.Conner,3.0,2.0,42.0,middle,0.0,3036.0
pass,ARI,,,,,4.0,3.0,43.0,,0.0,2995.0
pass,ARI,,,,,10.0,1.0,38.0,,0.0,2953.0
pass,ARI,,,,,10.0,2.0,38.0,,0.0,2905.0
pass,ARI,,,,,5.0,3.0,33.0,,0.0,2861.0
extra_point,ARI,,,,,0.0,,15.0,,6.0,2853.0
kickoff,LAC,,,,,0.0,,35.0,,-7.0,2853.0
run,LAC,-2.0,00-0033699,00-0033699,A.Ekeler,10.0,1.0,75.0,middle,-7.0,2853.0
pass,LAC,,,,,12.0,2.0,77.0,,-7.0,2835.0
no_play,LAC,,,,,12.0,3.0,77.0,,-7.0,2828.0
pass,LAC,,,,,17.0,3.0,82.0,,-7.0,2828.0
punt,LAC,,,,,17.0,4.0,82.0,,-7.0,2823.0
run,ARI,8.0,00-0033553,00-0033553,J.Conner,10.0,1.0,44.0,right,7.0,2811.0
run,ARI,0.0,00-0033553,00-0033553,J.Conner,2.0,2.0,36.0,middle,7.0,2769.0
run,ARI,7.0,00-0033553,00-0033553,J.Conner,2.0,3.0,36.0,right,7.0,2723.0
,ARI,,,,,0.0,,,,7.0,2700.0
run,ARI,4.0,00-0033553,00-0033553,J.Conner,10.0,1.0,29.0,middle,7.0,2700.0
pass,ARI,,,,,6.0,2.0,25.0,,7.0,2664.0
pass,ARI,,,,,6.0,3.0,25.0,,7.0,2659.0
field_goal,ARI,,,,,6.0,4.0,25.0,,7.0,2647.0
kickoff,LAC,,,,,0.0,,35.0,,-10.0,2643.0
pass,LAC,,,,,10.0,1.0,75.0,,-10.0,2643.0
pass,LAC,,,,,2.0,2.0,67.0,,-10.0,2616.0
pass,LAC,,,,,2.0,3.0,67.0,,-10.0,2611.0
pass,LAC,,,,,10.0,1.0,63.0,,-10.0,2569.0
pass,LAC,,,,,3.0,2.0,56.0,,-10.0,2527.0
pass,LAC,,,,,10.0,1.0,38.0,,-10.0,2506.0
run,LAC,0.0,00-0036370,00-0036370,J.Kelley,1.0,2.0,29.0,right,-10.0,2473.0
run,LAC,1.0,00-0036355,00-0036355,J.Herbert,1.0,3.0,29.0,middle,-10.0,2455.0
pass,LAC,,,,,10.0,1.0,28.0,,-10.0,2408.0
run,LAC,15.0,,00-0036355,J.Herbert,10.0,1.0,17.0,left,-10.0,2370.0
pass,LAC,,,,,2.0,1.0,2.0,,-10.0,2335.0
extra_point,LAC,,,,,0.0,,15.0,,-4.0,2331.0
kickoff,ARI,,,,,0.0,,35.0,,3.0,2331.0
pass,ARI,,,,,10.0,1.0,75.0,,3.0,2331.0
pass,ARI,,,,,10.0,2.0,75.0,,3.0,2325.0
run,ARI,0.0,00-0035228,00-0035228,K.Murray,1.0,3.0,66.0,right,3.0,2279.0
pass,ARI,,,,,1.0,4.0,66.0,,3.0,2232.0
pass,LAC,,,,,10.0,1.0,56.0,,-3.0,2223.0
pass,LAC,,,,,10.0,1.0,46.0,,-3.0,2188.0
pass,LAC,,,,,10.0,1.0,34.0,,-3.0,2146.0
pass,LAC,,,,,8.0,2.0,32.0,,-3.0,2109.0
pass,LAC,,,,,9.0,2.0,33.0,,-3.0,2076.0
extra_point,LAC,,,,,0.0,,15.0,,3.0,2068.0
kickoff,ARI,,,,,0.0,,35.0,,-4.0,2068.0
run,ARI,5.0,00-0033553,00-0033553,J.Conner,10.0,1.0,75.0,middle,-4.0,2068.0
pass,ARI,,,,,5.0,2.0,70.0,,-4.0,2038.0
pass,ARI,,,,,5.0,3.0,70.0,,-4.0,2031.0
run,ARI,4.0,00-0033553,00-0033553,J.Conner,10.0,1.0,63.0,right,-4.0,2006.0
pass,ARI,,,,,6.0,2.0,59.0,,-4.0,1970.0
no_play,ARI,,,,,5.0,3.0,58.0,,-4.0,1927.0
,,,,,,0.0,,,,,1920.0
run,ARI,0.0,00-0033553,00-0033553,J.Conner,10.0,1.0,53.0,left,-4.0,1920.0
no_play,,,,,,0.0,,,,,1917.0
pass,ARI,,,,,10.0,2.0,53.0,,-4.0,1917.0
run,ARI,4.0,00-0037299,00-0037299,K.Ingram,10.0,1.0,32.0,right,-4.0,1882.0
pass,ARI,,,,,6.0,2.0,28.0,,-4.0,1845.0
no_play,,,,,,0.0,,,,,1840.0
run,ARI,6.0,,00-0035228,K.Murray,6.0,3.0,28.0,right,-4.0,1840.0
run,ARI,1.0,00-0037299,00-0037299,K.Ingram,10.0,1.0,22.0,right,-4.0,1832.0
run,ARI,9.0,00-0035228,00-0035228,K.Murray,9.0,2.0,21.0,left,-4.0,1826.0
no_play,,,,,,0.0,,,,,1821.0
pass,ARI,,,,,10.0,1.0,12.0,,-4.0,1821.0
no_play,,,,,,0.0,,,,,1817.0
run,ARI,5.0,,00-0035228,K.Murray,3.0,2.0,5.0,left,-4.0,1817.0
extra_point,ARI,,,,,0.0,,15.0,,2.0,1812.0
kickoff,LAC,,,,,0.0,,35.0,,-3.0,1812.0
qb_kneel,LAC,-1.0,00-0036355,00-0036355,J.Herbert,10.0,1.0,75.0,,-3.0,1812.0
,,,,,,0.0,,,,,1800.0
kickoff,ARI,,,,,0.0,,35.0,,3.0,1800.0
run,ARI,18.0,00-0035228,00-0035228,K.Murray,10.0,1.0,75.0,right,3.0,1800.0
run,ARI,20.0,00-0033553,00-0033553,J.Conner,10.0,1.0,57.0,left,3.0,1764.0
run,ARI,1.0,00-0033553,00-0033553,J.Conner,10.0,1.0,37.0,right,3.0,1718.0
run,ARI,4.0,00-0033553,00-0033553,J.Conner,9.0,2.0,36.0,left,3.0,1678.0
no_play,ARI,,,,,5.0,3.0,32.0,,3.0,1638.0
run,ARI,6.0,00-0033553,00-0033553,J.Conner,10.0,3.0,37.0,right,3.0,1620.0
field_goal,ARI,,,,,4.0,4.0,31.0,,3.0,1566.0
pass,LAC,,,,,10.0,1.0,61.0,,-3.0,1561.0
pass,LAC,,,,,10.0,2.0,61.0,,-3.0,1525.0
pass,LAC,,,,,10.0,1.0,49.0,,-3.0,1488.0
pass,LAC,,,,,13.0,2.0,52.0,,-3.0,1446.0
pass,LAC,,,,,10.0,3.0,49.0,,-3.0,1400.0
pass,LAC,,,,,10.0,1.0,36.0,,-3.0,1362.0
pass,LAC,,,,,5.0,2.0,31.0,,-3.0,1314.0
run,LAC,4.0,00-0036370,00-0036370,J.Kelley,10.0,1.0,22.0,right,-3.0,1277.0
pass,LAC,,,,,6.0,2.0,18.0,,-3.0,1257.0
pass,LAC,,,,,6.0,3.0,18.0,,-3.0,1251.0
run,LAC,3.0,00-0033699,00-0033699,A.Ekeler,10.0,1.0,11.0,right,-3.0,1221.0
pass,LAC,,,,,7.0,2.0,8.0,,-3.0,1183.0
pass,LAC,,,,,7.0,3.0,8.0,,-3.0,1176.0
field_goal,LAC,,,,,7.0,4.0,8.0,,-3.0,1171.0
kickoff,ARI,,,,,0.0,,35.0,,0.0,1168.0
pass,ARI,,,,,10.0,1.0,75.0,,0.0,1168.0
run,ARI,1.0,00-0033553,00-0033553,J.Conner,10.0,1.0,46.0,middle,0.0,1136.0
pass,ARI,,,,,9.0,2.0,45.0,,0.0,1096.0
run,ARI,3.0,00-0033553,00-0033553,J.Conner,10.0,1.0,32.0,middle,0.0,1055.0
pass,ARI,,,,,7.0,2.0,29.0,,0.0,1022.0
pass,ARI,,,,,7.0,3.0,29.0,,0.0,1014.0
run,ARI,3.0,00-0033553,00-0033553,J.Conner,10.0,1.0,21.0,middle,0.0,968.0
pass,ARI,,,,,7.0,2.0,18.0,,0.0,926.0
,ARI,,,,,0.0,,,,0.0,900.0
run,ARI,4.0,00-0033553,00-0033553,J.Conner,1.0,3.0,12.0,middle,0.0,900.0
run,ARI,2.0,00-0033553,00-0033553,J.Conner,8.0,1.0,8.0,middle,0.0,862.0
pass,ARI,,,,,6.0,2.0,6.0,,0.0,816.0
extra_point,ARI,,,,,0.0,,15.0,,6.0,811.0
kickoff,LAC,,,,,0.0,,35.0,,-7.0,811.0
run,LAC,23.0,,00-0036355,J.Herbert,10.0,1.0,75.0,right,-7.0,811.0
pass,LAC,,,,,10.0,1.0,52.0,,-7.0,774.0
pass,LAC,,,,,11.0,2.0,53.0,,-7.0,734.0
pass,LAC,,,,,14.0,3.0,56.0,,-7.0,704.0
punt,LAC,,,,,6.0,4.0,48.0,,-7.0,659.0
run,ARI,-1.0,00-0033553,00-0033553,J.Conner,10.0,1.0,94.0,middle,7.0,652.0
pass,ARI,,,,,11.0,2.0,95.0,,7.0,615.0
run,ARI,9.0,00-0033553,00-0033553,J.Conner,11.0,3.0,95.0,left,7.0,612.0
punt,ARI,,,,,2.0,4.0,86.0,,7.0,559.0
pass,LAC,,,,,10.0,1.0,61.0,,-7.0,547.0
pass,LAC,,,,,14.0,2.0,65.0,,-7.0,507.0
pass,LAC,,,,,13.0,3.0,64.0,,-7.0,465.0
punt,LAC,,,,,13.0,4.0,64.0,,-7.0,461.0
run,ARI,1.0,00-0033553,00-0033553,J.Conner,10.0,1.0,75.0,left,7.0,454.0
pass,ARI,,,,,9.0,2.0,74.0,,7.0,411.0
pass,ARI,,,,,5.0,3.0,70.0,,7.0,385.0
punt,ARI,,,,,5.0,4.0,70.0,,7.0,378.0
pass,LAC,,,,,10.0,1.0,78.0,,-7.0,367.0
pass,LAC,,,,,10.0,2.0,78.0,,-7.0,362.0
pass,LAC,,,,,10.0,1.0,60.0,,-7.0,324.0
run,LAC,9.0,00-0033699,00-0033699,A.Ekeler,10.0,1.0,50.0,middle,-7.0,289.0
run,LAC,3.0,00-0033699,00-0033699,A.Ekeler,1.0,2.0,41.0,right,-7.0,249.0
pass,LAC,,,,,10.0,1.0,38.0,,-7.0,214.0
pass,LAC,,,,,10.0,2.0,38.0,,-7.0,210.0
pass,LAC,,,,,7.0,3.0,35.0,,-7.0,183.0
punt,LAC,,,,,20.0,4.0,48.0,,-7.0,146.0
run,ARI,0.0,00-0033553,00-0033553,J.Conner,10.0,1.0,90.0,middle,7.0,139.0
no_play,,,,,,0.0,,,,,136.0
pass,ARI,,,,,10.0,2.0,90.0,,7.0,136.0
no_play,,,,,,0.0,,,,,131.0
pass,ARI,,,,,16.0,3.0,96.0,,7.0,131.0
,,,,,,0.0,,,,,120.0
punt,ARI,,,,,7.0,4.0,87.0,,7.0,120.0
pass,LAC,,,,,10.0,1.0,38.0,,-7.0,108.0
pass,LAC,,,,,10.0,1.0,28.0,,-7.0,90.0
no_play,LAC,,,,,2.0,2.0,20.0,,-7.0,67.0
pass,LAC,,,,,12.0,2.0,30.0,,-7.0,58.0
no_play,,,,,,0.0,,,,,46.0
pass,LAC,,,,,10.0,1.0,14.0,,-7.0,46.0
pass,LAC,,,,,7.0,2.0,11.0,,-7.0,29.0
pass,LAC,,,,,7.0,3.0,11.0,,-7.0,25.0
no_play,,,,,,0.0,,,,,18.0
pass,LAC,,,,,1.0,1.0,1.0,,-7.0,18.0
no_play,,,,,,0.0,,,,,15.0
pass,LAC,,,,,0.0,,2.0,,-1.0,15.0
kickoff,ARI,,,,,0.0,,35.0,,-1.0,15.0
pass,ARI,,,,,10.0,1.0,68.0,,-1.0,11.0
pass,ARI,,,,,10.0,2.0,68.0,,-1.0,6.0
,,,,,,0.0,,,,,0.0
,,,,,,0.0,,,,,3600.0
kickoff,LV,,,,,0.0,,35.0,,0.0,3600.0
pass,LV,,,,,10.0,1.0,80.0,,0.0,3595.0
pass,SEA,,,,,10.0,1.0,12.0,,0.0,3585.0
run,SEA,12.0,00-0038134,00-0038134,K.Walker,10.0,2.0,12.0,right,0.0,3579.0
extra_point,SEA,,,,,0.0,,15.0,,6.0,3572.0
kickoff,LV,,,,,0.0,,35.0,,-7.0,3572.0
run,LV,3.0,00-0035700,00-0035700,J.Jacobs,10.0,1.0,75.0,middle,-7.0,3572.0
pass,LV,,,,,7.0,2.0,72.0,,-7.0,3535.0
pass,LV,,,,,7.0,3.0,72.0,,-7.0,3530.0
run,LV,0.0,00-0035700,00-0035700,J.Jacobs,10.0,1.0,60.0,left,-7.0,3493.0
pass,LV,,,,,10.0,2.0,60.0,,-7.0,3453.0
run,LV,6.0,00-0035700,00-0035700,J.Jacobs,10.0,1.0,49.0,right,-7.0,3417.0
run,LV,0.0,00-0035700,00-0035700,J.Jacobs,4.0,2.0,43.0,middle,-7.0,3378.0
pass,LV,,,,,4.0,3.0,43.0,,-7.0,3335.0
run,LV,5.0,00-0035700,00-0035700,J.Jacobs,10.0,1.0,23.0,right,-7.0,3319.0
pass,LV,,,,,5.0,2.0,18.0,,-7.0,3277.0
pass,LV,,,,,5.0,3.0,18.0,,-7.0,3270.0
extra_point,LV,,,,,0.0,,15.0,,-1.0,3264.0
kickoff,SEA,,,,,0.0,,25.0,,0.0,3264.0
pass,SEA,,,,,10.0,1.0,64.0,,0.0,3259.0
run,SEA,6.0,,00-0030565,G.Smith,4.0,2.0,58.0,middle,0.0,3231.0
run,SEA,-3.0,00-0038134,00-0038134,K.Walker,10.0,1.0,52.0,right,0.0,3188.0
pass,SEA,,,,,13.0,2.0,55.0,,0.0,3161.0
pass,SEA,,,,,13.0,3.0,55.0,,0.0,3158.0
punt,SEA,,,,,22.0,4.0,64.0,,0.0,3117.0
run,LV,2.0,00-0035700,00-0035700,J.Jacobs,10.0,1.0,76.0,right,0.0,3104.0
pass,LV,,,,,8.0,2.0,74.0,,0.0,3064.0
pass,SEA,,,,,10.0,1.0,35.0,,0.0,3055.0
run,SEA,5.0,00-0038134,00-0038134,K.Walker,10.0,1.0,11.0,right,0.0,3019.0
pass,SEA,,,,,5.0,2.0,6.0,,0.0,2982.0
pass,SEA,,,,,5.0,3.0,6.0,,0.0,2972.0
field_goal,SEA,,,,,5.0,4.0,6.0,,0.0,2967.0
kickoff,LV,,,,,0.0,,35.0,,-3.0,2963.0
pass,LV,,,,,10.0,1.0,76.0,,-3.0,2958.0
run,LV,2.0,00-0035700,00-0035700,J.Jacobs,12.0,2.0,78.0,right,-3.0,2919.0
pass,LV,,,,,10.0,3.0,76.0,,-3.0,2878.0
punt,LV,,,,,10.0,4.0,76.0,,-3.0,2872.0
pass,SEA,,,,,10.0,1.0,63.0,,3.0,2860.0
run,SEA,1.0,00-0038134,00-0038134,K.Walker,5.0,2.0,58.0,left,3.0,2827.0
pass,SEA,,,,,4.0,3.0,57.0,,3.0,2785.0
pass,SEA,,,,,10.0,1.0,33.0,,3.0,2746.0
run,SEA,4.0,00-0038134,00-0038134,K.Walker,10.0,1.0,20.0,right,3.0,2709.0
,SEA,,,,,0.0,,,,3.0,2700.0
run,SEA,-3.0,00-0038134,00-0038134,K.Walker,6.0,2.0,16.0,left,3.0,2700.0
pass,SEA,,,,,9.0,3.0,19.0,,3.0,2659.0
no_play,SEA,,,,,1.0,4.0,11.0,,3.0,2639.0
field_goal,SEA,,,,,6.0,4.0,16.0,,3.0,2618.0
kickoff,LV,,,,,0.0,,35.0,,-6.0,2614.0
pass,LV,,,,,10.0,1.0,61.0,,-6.0,2606.0
run,LV,4.0,00-0035700,00-0035700,J.Jacobs,1.0,2.0,52.0,middle,-6.0,2573.0
pass,LV,,,,,10.0,1.0,48.0,,-6.0,2531.0
run,LV,1.0,00-0035700,00-0035700,J.Jacobs,7.0,2.0,45.0,left,-6.0,2492.0
pass,LV,,,,,6.0,3.0,44.0,,-6.0,2452.0
