play_type,posteam,rushing_yards,rusher_id,rusher_player_id,rusher_player_name,ydstogo,down,yardline_100,run_location,score_differential,game_seconds_remaining
pass,CAR,,,,,10.0,1.0,80.0,,0.0,2766.0
pass,CAR,,,,,7.0,2.0,77.0,,0.0,2740.0
pass,CAR,,,,,7.0,3.0,77.0,,0.0,2735.0
,CAR,,,,,0.0,,,,0.0,2700.0
punt,CAR,,,,,22.0,4.0,92.0,,0.0,2700.0
run,CLE,2.0,00-0033923,00-0033923,K.Hunt,10.0,1.0,56.0,right,0.0,2692.0
pass,CLE,,,,,8.0,2.0,54.0,,0.0,2650.0
pass,CLE,,,,,8.0,3.0,54.0,,0.0,2647.0
punt,CLE,,,,,8.0,4.0,54.0,,0.0,2641.0
pass,CAR,,,,,10.0,1.0,92.0,,0.0,2634.0
run,CAR,4.0,00-0033280,00-0033280,C.McCaffrey,2.0,2.0,84.0,middle,0.0,2603.0
pass,CAR,,,,,10.0,1.0,80.0,,0.0,2562.0
pass,CAR,,,,,10.0,2.0,80.0,,0.0,2557.0
pass,CAR,,,,,10.0,3.0,80.0,,0.0,2553.0
run,CLE,2.0,,00-0033119,J.Brissett,10.0,1.0,42.0,left,0.0,2546.0
run,CLE,5.0,00-0034791,00-0034791,N.Chubb,8.0,2.0,40.0,left,0.0,2500.0
no_play,CLE,,,,,3.0,3.0,35.0,,0.0,2462.0
pass,CLE,,,,,1.0,1.0,1.0,,0.0,2453.0
extra_point,CLE,,,,,0.0,,15.0,,6.0,2449.0
kickoff,CAR,,,,,0.0,,35.0,,-7.0,2449.0
pass,CAR,,,,,10.0,1.0,75.0,,-7.0,2449.0
pass,CAR,,,,,19.0,2.0,84.0,,-7.0,2407.0
pass,CAR,,,,,19.0,3.0,84.0,,-7.0,2402.0
punt,CAR,,,,,7.0,4.0,72.0,,-7.0,2371.0
pass,CLE,,,,,10.0,1.0,78.0,,7.0,2359.0
pass,CLE,,,,,19.0,2.0,87.0,,7.0,2312.0
pass,CLE,,,,,9.0,3.0,77.0,,7.0,2269.0
run,CLE,8.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,62.0,left,7.0,2225.0
pass,CLE,,,,,2.0,2.0,54.0,,7.0,2177.0
run,CLE,25.0,00-0034791,00-0034791,N.Chubb,2.0,3.0,54.0,left,7.0,2170.0
run,CLE,5.0,00-0036999,00-0036999,A.Schwartz,10.0,1.0,29.0,right,7.0,2129.0
run,CLE,24.0,00-0033923,00-0033923,K.Hunt,5.0,2.0,24.0,middle,7.0,2092.0
extra_point,CLE,,,,,0.0,,15.0,,13.0,2086.0
kickoff,CAR,,,,,0.0,,35.0,,-14.0,2086.0
pass,CAR,,,,,10.0,1.0,75.0,,-14.0,2086.0
pass,CAR,,,,,10.0,2.0,75.0,,-14.0,2079.0
pass,CAR,,,,,3.0,3.0,68.0,,-14.0,2042.0
pass,CAR,,,,,10.0,1.0,52.0,,-14.0,2013.0
no_play,,,,,,0.0,,,,,1965.0
pass,CAR,,,,,2.0,1.0,2.0,,-14.0,1965.0
,,,,,,0.0,,,,,1920.0
run,CAR,1.0,00-0033280,00-0033280,C.McCaffrey,1.0,2.0,1.0,middle,-14.0,1920.0
extra_point,CAR,,,,,0.0,,15.0,,-8.0,1917.0
kickoff,CLE,,,,,0.0,,35.0,,7.0,1917.0
pass,CLE,,,,,10.0,1.0,60.0,,7.0,1917.0
run,CLE,2.0,00-0033923,00-0033923,K.Hunt,10.0,2.0,60.0,middle,7.0,1912.0
no_play,CLE,,,,,8.0,3.0,58.0,,7.0,1877.0
pass,CLE,,,,,13.0,3.0,63.0,,7.0,1877.0
run,CLE,6.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,24.0,right,7.0,1867.0
run,CLE,9.0,00-0034791,00-0034791,N.Chubb,4.0,2.0,18.0,right,7.0,1847.0
pass,CLE,,,,,9.0,1.0,9.0,,7.0,1840.0
run,CLE,1.0,00-0034791,00-0034791,N.Chubb,9.0,2.0,9.0,right,7.0,1834.0
no_play,,,,,,0.0,,,,,1829.0
pass,CLE,,,,,8.0,3.0,8.0,,7.0,1829.0
no_play,,,,,,0.0,,,,,1824.0
field_goal,CLE,,,,,8.0,4.0,8.0,,7.0,1824.0
no_play,CAR,,,,,0.0,,35.0,,-10.0,1821.0
no_play,,,,,,0.0,,,,,1821.0
kickoff,CAR,,,,,0.0,,30.0,,-10.0,1821.0
pass,CAR,,,,,10.0,1.0,75.0,,-10.0,1821.0
qb_kneel,CAR,-1.0,00-0034855,00-0034855,B.Mayfield,10.0,2.0,75.0,,-10.0,1815.0
,,,,,,0.0,,,,,1800.0
kickoff,CLE,,,,,0.0,,35.0,,10.0,1800.0
pass,CLE,,,,,10.0,1.0,74.0,,10.0,1795.0
run,CLE,3.0,00-0034791,00-0034791,N.Chubb,10.0,2.0,74.0,right,10.0,1792.0
pass,CLE,,,,,7.0,3.0,71.0,,10.0,1751.0
run,CLE,5.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,61.0,right,10.0,1710.0
run,CLE,3.0,00-0034791,00-0034791,N.Chubb,5.0,2.0,56.0,right,10.0,1687.0
pass,CLE,,,,,2.0,3.0,53.0,,10.0,1642.0
run,CLE,2.0,00-0033119,00-0033119,J.Brissett,1.0,4.0,52.0,middle,10.0,1601.0
run,CLE,15.0,00-0036999,00-0036999,A.Schwartz,10.0,1.0,50.0,right,10.0,1563.0
run,CLE,20.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,35.0,right,10.0,1523.0
run,CLE,4.0,00-0033923,00-0033923,K.Hunt,10.0,1.0,15.0,left,10.0,1479.0
no_play,CLE,,,,,6.0,2.0,11.0,,10.0,1431.0
run,CLE,0.0,00-0033923,00-0033923,K.Hunt,11.0,2.0,16.0,left,10.0,1413.0
pass,CLE,,,,,11.0,3.0,16.0,,10.0,1370.0
field_goal,CLE,,,,,11.0,4.0,16.0,,10.0,1366.0
kickoff,CAR,,,,,0.0,,35.0,,-13.0,1362.0
run,CAR,4.0,00-0033280,00-0033280,C.McCaffrey,10.0,1.0,82.0,middle,-13.0,1357.0
no_play,CAR,,,,,6.0,2.0,78.0,,-13.0,1319.0
run,CAR,4.0,00-0033925,00-0033925,D.Foreman,10.0,1.0,72.0,left,-13.0,1314.0
pass,CAR,,,,,6.0,2.0,68.0,,-13.0,1276.0
pass,CAR,,,,,12.0,3.0,74.0,,-13.0,1230.0
punt,CAR,,,,,17.0,4.0,79.0,,-13.0,1178.0
run,CLE,1.0,00-0033923,00-0033923,K.Hunt,10.0,1.0,67.0,left,13.0,1164.0
pass,CLE,,,,,9.0,2.0,66.0,,13.0,1132.0
pass,CLE,,,,,9.0,3.0,66.0,,13.0,1129.0
no_play,CLE,,,,,2.0,4.0,59.0,,13.0,1079.0
punt,CLE,,,,,7.0,4.0,64.0,,13.0,1064.0
run,CAR,7.0,00-0034827,00-0034827,D.Moore,10.0,1.0,75.0,left,-13.0,1055.0
run,CAR,1.0,00-0033925,00-0033925,D.Foreman,3.0,2.0,68.0,middle,-13.0,1014.0
pass,CAR,,,,,2.0,3.0,67.0,,-13.0,974.0
run,CAR,0.0,00-0033909,00-0034855,B.Mayfield,10.0,1.0,64.0,,-13.0,939.0
pass,CAR,,,,,10.0,1.0,36.0,,-13.0,915.0
run,CAR,3.0,00-0033280,00-0033280,C.McCaffrey,10.0,2.0,36.0,middle,-13.0,910.0
,CAR,,,,,0.0,,,,-13.0,900.0
run,CAR,9.0,00-0033280,00-0033280,C.McCaffrey,7.0,3.0,33.0,right,-13.0,900.0
pass,CAR,,,,,10.0,1.0,24.0,,-13.0,868.0
run,CAR,5.0,00-0033280,00-0033280,C.McCaffrey,10.0,1.0,12.0,middle,-13.0,827.0
pass,CAR,,,,,5.0,2.0,7.0,,-13.0,784.0
run,CAR,7.0,,00-0034855,B.Mayfield,5.0,3.0,7.0,middle,-13.0,778.0
extra_point,CAR,,,,,0.0,,15.0,,-7.0,771.0
kickoff,CLE,,,,,0.0,,35.0,,6.0,771.0
run,CLE,2.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,75.0,right,6.0,771.0
run,CLE,4.0,,00-0033119,J.Brissett,8.0,2.0,73.0,left,6.0,731.0
pass,CLE,,,,,4.0,3.0,69.0,,6.0,691.0
run,CLE,16.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,50.0,right,6.0,645.0
run,CLE,9.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,34.0,right,6.0,602.0
run,CLE,2.0,00-0033923,00-0033923,K.Hunt,1.0,2.0,25.0,middle,6.0,557.0
run,CLE,4.0,00-0033923,00-0033923,K.Hunt,10.0,1.0,23.0,left,6.0,511.0
run,CLE,2.0,00-0033923,00-0033923,K.Hunt,6.0,2.0,19.0,left,6.0,463.0
run,CLE,-1.0,00-0033923,00-0033923,K.Hunt,4.0,3.0,17.0,middle,6.0,421.0
field_goal,CLE,,,,,5.0,4.0,18.0,,6.0,377.0
kickoff,CAR,,,,,0.0,,35.0,,-9.0,373.0
pass,CAR,,,,,10.0,1.0,75.0,,-9.0,373.0
extra_point,CAR,,,,,0.0,,15.0,,-3.0,362.0
kickoff,CLE,,,,,0.0,,35.0,,2.0,362.0
no_play,CLE,,,,,10.0,1.0,75.0,,2.0,362.0
pass,CLE,,,,,15.0,1.0,80.0,,2.0,336.0
run,CLE,3.0,00-0034791,00-0034791,N.Chubb,7.0,2.0,72.0,middle,2.0,299.0
pass,CLE,,,,,4.0,3.0,69.0,,2.0,253.0
run,CLE,2.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,64.0,left,2.0,207.0
no_play,CLE,,,,,8.0,2.0,62.0,,2.0,162.0
run,CLE,-1.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,57.0,right,2.0,156.0
no_play,,,,,,0.0,,,,,152.0
pass,CLE,,,,,11.0,2.0,58.0,,2.0,152.0
no_play,,,,,,0.0,,,,,146.0
pass,CLE,,,,,9.0,3.0,56.0,,2.0,146.0
punt,CLE,,,,,9.0,4.0,56.0,,2.0,141.0
pass,CAR,,,,,10.0,1.0,80.0,,-2.0,134.0
,,,,,,0.0,,,,,120.0
run,CAR,4.0,00-0033280,00-0033280,C.McCaffrey,10.0,1.0,54.0,middle,-2.0,120.0
pass,CAR,,,,,6.0,2.0,50.0,,-2.0,96.0
run,CAR,0.0,00-0034855,00-0034855,B.Mayfield,10.0,1.0,14.0,,-2.0,87.0
no_play,,,,,,0.0,,,,,84.0
run,CAR,0.0,00-0033280,00-0033280,C.McCaffrey,11.0,2.0,15.0,middle,-2.0,84.0
no_play,,,,,,0.0,,,,,80.0
run,CAR,-1.0,00-0033280,00-0033280,C.McCaffrey,11.0,3.0,15.0,middle,-2.0,80.0
no_play,,,,,,0.0,,,,,77.0
field_goal,CAR,,,,,12.0,4.0,16.0,,-2.0,77.0
kickoff,CLE,,,,,0.0,,35.0,,-1.0,73.0
no_play,CLE,,,,,10.0,1.0,75.0,,-1.0,73.0
pass,CLE,,,,,10.0,1.0,60.0,,-1.0,69.0
pass,CLE,,,,,12.0,2.0,62.0,,-1.0,47.0
qb_spike,CLE,,,,,10.0,1.0,49.0,,-1.0,29.0
pass,CLE,,,,,10.0,2.0,49.0,,-1.0,29.0
qb_spike,CLE,,,,,1.0,3.0,40.0,,-1.0,14.0
field_goal,CLE,,,,,1.0,4.0,40.0,,-1.0,13.0
kickoff,CAR,,,,,0.0,,35.0,,-2.0,8.0
pass,CAR,,,,,10.0,1.0,75.0,,-2.0,8.0
,,,,,,0.0,,,,,0.0
,,,,,,0.0,,,,,3600.0
kickoff,SEA,,,,,0.0,,35.0,,0.0,3600.0
run,SEA,0.0,00-0034750,00-0034750,R.Penny,10.0,1.0,70.0,right,0.0,3594.0
pass,SEA,,,,,10.0,2.0,70.0,,0.0,3557.0
pass,SEA,,,,,3.0,3.0,63.0,,0.0,3518.0
no_play,SEA,,,,,10.0,1.0,46.0,,0.0,3482.0
pass,SEA,,,,,15.0,1.0,51.0,,0.0,3472.0
run,SEA,4.0,00-0034750,00-0034750,R.Penny,6.0,2.0,42.0,left,0.0,3439.0
pass,SEA,,,,,2.0,3.0,38.0,,0.0,3397.0
extra_point,SEA,,,,,0.0,,15.0,,6.0,3386.0
kickoff,DEN,,,,,0.0,,35.0,,-7.0,3386.0
pass,DEN,,,,,10.0,1.0,89.0,,-7.0,3381.0
pass,DEN,,,,,10.0,2.0,89.0,,-7.0,3378.0
run,DEN,9.0,00-0036997,00-0036997,J.Williams,10.0,1.0,64.0,right,-7.0,3326.0
pass,DEN,,,,,1.0,2.0,55.0,,-7.0,3283.0
run,DEN,10.0,00-0036997,00-0036997,J.Williams,10.0,1.0,28.0,right,-7.0,3244.0
pass,DEN,,,,,10.0,1.0,18.0,,-7.0,3214.0
no_play,DEN,,,,,10.0,2.0,18.0,,-7.0,3205.0
run,DEN,5.0,00-0032144,00-0032144,M.Gordon,15.0,2.0,23.0,right,-7.0,3205.0
pass,DEN,,,,,10.0,3.0,18.0,,-7.0,3161.0
field_goal,DEN,,,,,4.0,4.0,12.0,,-7.0,3119.0
kickoff,SEA,,,,,0.0,,35.0,,4.0,3115.0
no_play,SEA,,,,,10.0,1.0,79.0,,4.0,3108.0
pass,SEA,,,,,10.0,1.0,58.0,,4.0,3100.0
run,SEA,2.0,00-0035594,00-0035594,T.Homer,10.0,1.0,30.0,right,4.0,3079.0
run,SEA,12.0,00-0034750,00-0034750,R.Penny,8.0,2.0,28.0,left,4.0,3033.0
run,SEA,4.0,00-0034750,00-0034750,R.Penny,10.0,1.0,16.0,middle,4.0,2989.0
pass,SEA,,,,,6.0,2.0,12.0,,4.0,2950.0
pass,SEA,,,,,2.0,3.0,8.0,,4.0,2910.0
run,SEA,0.0,00-0030565,00-0030565,G.Smith,1.0,4.0,7.0,middle,4.0,2880.0
run,DEN,13.0,00-0036997,00-0036997,J.Williams,10.0,1.0,93.0,right,-4.0,2875.0
pass,DEN,,,,,10.0,1.0,80.0,,-4.0,2836.0
pass,DEN,,,,,10.0,1.0,68.0,,-4.0,2794.0
run,DEN,8.0,00-0032144,00-0032144,M.Gordon,3.0,2.0,61.0,left,-4.0,2754.0
no_play,DEN,,,,,10.0,1.0,53.0,,-4.0,2709.0
,DEN,,,,,0.0,,,,-4.0,2700.0
pass,DEN,,,,,15.0,1.0,58.0,,-4.0,2700.0
run,DEN,5.0,00-0032144,00-0032144,M.Gordon,17.0,2.0,60.0,left,-4.0,2654.0
pass,DEN,,,,,12.0,3.0,55.0,,-4.0,2609.0
punt,DEN,,,,,12.0,4.0,55.0,,-4.0,2603.0
run,SEA,1.0,00-0034750,00-0034750,R.Penny,10.0,1.0,81.0,right,4.0,2594.0
pass,SEA,,,,,9.0,2.0,80.0,,4.0,2559.0
pass,SEA,,,,,1.0,3.0,72.0,,4.0,2522.0
pass,SEA,,,,,10.0,1.0,69.0,,4.0,2488.0
run,SEA,26.0,00-0034750,00-0034750,R.Penny,10.0,1.0,54.0,right,4.0,2461.0
no_play,SEA,,,,,10.0,1.0,26.0,,4.0,2413.0
run,SEA,2.0,00-0034750,00-0034750,R.Penny,10.0,1.0,21.0,left,4.0,2391.0
no_play,SEA,,,,,8.0,2.0,19.0,,4.0,2354.0
pass,SEA,,,,,18.0,2.0,29.0,,4.0,2328.0
pass,SEA,,,,,26.0,3.0,37.0,,4.0,2284.0
field_goal,SEA,,,,,20.0,4.0,31.0,,4.0,2245.0
kickoff,DEN,,,,,0.0,,35.0,,-7.0,2240.0
run,DEN,-1.0,00-0036997,00-0036997,J.Williams,10.0,1.0,75.0,right,-7.0,2240.0
pass,DEN,,,,,11.0,2.0,76.0,,-7.0,2194.0
pass,DEN,,,,,2.0,3.0,67.0,,-7.0,2146.0
extra_point,DEN,,,,,0.0,,15.0,,-1.0,2134.0
kickoff,SEA,,,,,0.0,,35.0,,0.0,2134.0
pass,SEA,,,,,10.0,1.0,75.0,,0.0,2134.0
run,SEA,4.0,00-0034750,00-0034750,R.Penny,7.0,2.0,72.0,middle,0.0,2090.0
pass,SEA,,,,,10.0,1.0,63.0,,0.0,2060.0
pass,SEA,,,,,10.0,2.0,63.0,,0.0,2055.0
pass,SEA,,,,,10.0,1.0,47.0,,0.0,2017.0
pass,SEA,,,,,10.0,1.0,29.0,,0.0,1987.0
pass,SEA,,,,,6.0,2.0,25.0,,0.0,1951.0
extra_point,SEA,,,,,0.0,,15.0,,6.0,1944.0
kickoff,DEN,,,,,0.0,,35.0,,-7.0,1944.0
run,DEN,10.0,00-0036997,00-0036997,J.Williams,10.0,1.0,79.0,right,-7.0,1939.0
,,,,,,0.0,,,,,1920.0
pass,DEN,,,,,10.0,1.0,69.0,,-7.0,1920.0
run,DEN,2.0,,00-0029263,R.Wilson,10.0,1.0,56.0,middle,-7.0,1889.0
pass,DEN,,,,,8.0,2.0,54.0,,-7.0,1855.0
no_play,,,,,,0.0,,,,,1848.0
pass,DEN,,,,,8.0,3.0,54.0,,-7.0,1848.0
pass,DEN,,,,,10.0,1.0,24.0,,-7.0,1838.0
pass,DEN,,,,,10.0,2.0,24.0,,-7.0,1833.0
no_play,,,,,,0.0,,,,,1826.0
pass,DEN,,,,,18.0,3.0,32.0,,-7.0,1826.0
no_play,,,,,,0.0,,,,,1804.0
no_play,,,,,,0.0,,,,,1804.0
field_goal,DEN,,,,,8.0,4.0,22.0,,-7.0,1804.0
,,,,,,0.0,,,,,1800.0
kickoff,DEN,,,,,0.0,,35.0,,-4.0,1800.0
run,DEN,-2.0,00-0032144,00-0032144,M.Gordon,10.0,1.0,80.0,left,-4.0,1796.0
run,DEN,8.0,00-0032144,00-0032144,M.Gordon,12.0,2.0,82.0,middle,-4.0,1760.0
pass,DEN,,,,,4.0,3.0,74.0,,-4.0,1717.0
pass,DEN,,,,,10.0,1.0,56.0,,-4.0,1680.0
run,DEN,13.0,00-0032144,00-0032144,M.Gordon,3.0,2.0,49.0,left,-4.0,1634.0
pass,DEN,,,,,10.0,1.0,36.0,,-4.0,1595.0
no_play,DEN,,,,,9.0,2.0,35.0,,-4.0,1548.0
no_play,DEN,,,,,14.0,2.0,40.0,,-4.0,1528.0
pass,DEN,,,,,9.0,1.0,9.0,,-4.0,1522.0
no_play,DEN,,,,,6.0,2.0,6.0,,-4.0,1471.0
pass,DEN,,,,,11.0,2.0,11.0,,-4.0,1449.0
pass,DEN,,,,,9.0,3.0,9.0,,-4.0,1405.0
run,DEN,-1.0,00-0032144,00-0032144,M.Gordon,1.0,4.0,1.0,right,-4.0,1362.0
run,SEA,1.0,00-0034750,00-0034750,R.Penny,10.0,1.0,90.0,middle,4.0,1353.0
pass,SEA,,,,,9.0,2.0,89.0,,4.0,1332.0
no_play,SEA,,,,,9.0,3.0,89.0,,4.0,1325.0
no_play,SEA,,,,,10.0,1.0,84.0,,4.0,1321.0
run,SEA,0.0,00-0034750,00-0034750,R.Penny,10.0,1.0,69.0,right,4.0,1315.0
pass,SEA,,,,,10.0,2.0,69.0,,4.0,1281.0
pass,SEA,,,,,10.0,3.0,69.0,,4.0,1277.0
pass,SEA,,,,,10.0,1.0,54.0,,4.0,1241.0
pass,DEN,,,,,10.0,1.0,32.0,,-4.0,1231.0
run,DEN,7.0,00-0032144,00-0032144,M.Gordon,10.0,2.0,32.0,left,-4.0,1226.0
no_play,DEN,,,,,3.0,3.0,25.0,,-4.0,1185.0
run,DEN,0.0,00-0032144,00-0032144,M.Gordon,4.0,1.0,4.0,left,-4.0,1178.0
pass,DEN,,,,,4.0,2.0,4.0,,-4.0,1136.0
run,DEN,0.0,00-0036997,00-0036997,J.Williams,1.0,3.0,1.0,middle,-4.0,1088.0
pass,SEA,,,,,10.0,1.0,80.0,,4.0,1085.0
pass,SEA,,,,,8.0,2.0,78.0,,4.0,1052.0
pass,SEA,,,,,8.0,3.0,78.0,,4.0,1048.0
run,SEA,4.0,00-0034750,00-0034750,R.Penny,10.0,1.0,69.0,right,4.0,1012.0
no_play,SEA,,00-0034750,,,6.0,2.0,65.0,,4.0,972.0
run,SEA,14.0,,00-0030565,G.Smith,16.0,2.0,75.0,right,4.0,940.0
,SEA,,,,,0.0,,,,4.0,900.0
run,SEA,3.0,00-0030565,00-0030565,G.Smith,2.0,3.0,61.0,right,4.0,900.0
run,SEA,2.0,00-0034750,00-0034750,R.Penny,10.0,1.0,58.0,middle,4.0,863.0
pass,SEA,,,,,8.0,2.0,56.0,,4.0,832.0
pass,SEA,,,,,16.0,3.0,64.0,,4.0,788.0
punt,SEA,,,,,16.0,4.0,64.0,,4.0,781.0
pass,DEN,,,,,10.0,1.0,80.0,,-4.0,770.0
run,DEN,2.0,00-0036997,00-0036997,J.Williams,6.0,2.0,76.0,left,-4.0,735.0
pass,DEN,,,,,4.0,3.0,74.0,,-4.0,687.0
pass,DEN,,,,,10.0,1.0,57.0,,-4.0,651.0
pass,DEN,,,,,9.0,2.0,56.0,,-4.0,604.0
run,DEN,8.0,00-0032144,00-0032144,M.Gordon,10.0,1.0,38.0,right,-4.0,561.0
pass,DEN,,,,,2.0,2.0,30.0,,-4.0,514.0
pass,DEN,,,,,2.0,3.0,30.0,,-4.0,508.0
pass,DEN,,,,,10.0,1.0,16.0,,-4.0,474.0
pass,DEN,,,,,10.0,2.0,16.0,,-4.0,468.0
pass,DEN,,,,,3.0,3.0,9.0,,-4.0,427.0
pass,DEN,,,,,3.0,1.0,3.0,,-4.0,393.0
no_play,DEN,,,,,3.0,2.0,3.0,,-4.0,388.0
pass,DEN,,,,,8.0,2.0,8.0,,-4.0,388.0
pass,DEN,,,,,8.0,3.0,8.0,,-4.0,381.0
field_goal,DEN,,,,,8.0,4.0,8.0,,-4.0,376.0
kickoff,SEA,,,,,0.0,,35.0,,1.0,373.0
pass,SEA,,,,,10.0,1.0,70.0,,1.0,368.0
pass,SEA,,,,,8.0,2.0,68.0,,1.0,331.0
pass,SEA,,,,,6.0,3.0,66.0,,1.0,294.0
punt,SEA,,,,,16.0,4.0,76.0,,1.0,251.0
run,DEN,5.0,00-0032144,00-0032144,M.Gordon,10.0,1.0,78.0,middle,-1.0,242.0
pass,DEN,,,,,5.0,2.0,73.0,,-1.0,205.0
pass,DEN,,,,,5.0,3.0,73.0,,-1.0,201.0
pass,DEN,,,,,10.0,1.0,68.0,,-1.0,181.0
run,DEN,2.0,00-0032144,00-0032144,M.Gordon,4.0,2.0,62.0,right,-1.0,153.0
,,,,,,0.0,,,,,120.0
pass,DEN,,,,,2.0,3.0,60.0,,-1.0,120.0
pass,DEN,,,,,10.0,1.0,51.0,,-1.0,84.0
no_play,,,,,,0.0,,,,,73.0
pass,DEN,,,,,14.0,2.0,55.0,,-1.0,73.0
pass,DEN,,,,,14.0,3.0,55.0,,-1.0,71.0
no_play,,,,,,0.0,,,,,20.0
no_play,,,,,,0.0,,,,,20.0
field_goal,DEN,,,,,5.0,4.0,46.0,,-1.0,20.0
qb_kneel,SEA,-1.0,00-0030565,00-0030565,G.Smith,10.0,1.0,46.0,,1.0,15.0
no_play,,,,,,0.0,,,,,13.0
qb_kneel,SEA,-1.0,00-0030565,00-0030565,G.Smith,11.0,2.0,47.0,,1.0,13.0
no_play,,,,,,0.0,,,,,9.0
qb_kneel,SEA,-1.0,00-0030565,00-0030565,G.Smith,12.0,3.0,48.0,,1.0,9.0
,,,,,,0.0,,,,,0.0
,,,,,,0.0,,,,,3600.0
kickoff,MIN,,,,,0.0,,35.0,,0.0,3600.0
pass,MIN,,,,,10.0,1.0,78.0,,0.0,3594.0
run,MIN,0.0,00-0033893,00-0033893,D.Cook,10.0,1.0,66.0,middle,0.0,3557.0
run,MIN,5.0,00-0033893,00-0033893,D.Cook,10.0,2.0,66.0,middle,0.0,3518.0
pass,MIN,,,,,5.0,3.0,61.0,,0.0,3476.0
pass,MIN,,,,,10.0,1.0,41.0,,0.0,3438.0
pass,MIN,,,,,5.0,2.0,36.0,,0.0,3395.0
pass,MIN,,,,,10.0,1.0,14.0,,0.0,3355.0
pass,MIN,,,,,10.0,2.0,14.0,,0.0,3350.0
pass,MIN,,,,,8.0,3.0,12.0,,0.0,3304.0
pass,MIN,,,,,1.0,4.0,5.0,,0.0,3261.0
extra_point,MIN,,,,,0.0,,15.0,,6.0,3257.0
kickoff,GB,,,,,0.0,,35.0,,-7.0,3257.0
pass,GB,,,,,10.0,1.0,75.0,,-7.0,3257.0
run,GB,10.0,00-0033293,00-0033293,A.Jones,10.0,2.0,75.0,right,-7.0,3250.0
pass,GB,,,,,10.0,1.0,65.0,,-7.0,3204.0
run,GB,3.0,00-0033293,00-0033293,A.Jones,10.0,2.0,65.0,right,-7.0,3200.0
pass,GB,,,,,7.0,3.0,62.0,,-7.0,3160.0
punt,GB,,,,,7.0,4.0,62.0,,-7.0,3155.0
run,MIN,0.0,00-0033893,00-0033893,D.Cook,10.0,1.0,85.0,right,7.0,3148.0
pass,MIN,,,,,10.0,2.0,85.0,,7.0,3124.0
pass,MIN,,,,,7.0,3.0,82.0,,7.0,3078.0
punt,MIN,,,,,15.0,4.0,90.0,,7.0,3038.0
run,GB,4.0,00-0036265,00-0036265,A.Dillon,10.0,1.0,54.0,right,-7.0,3027.0
run,GB,2.0,00-0036265,00-0036265,A.Dillon,6.0,2.0,50.0,right,-7.0,2990.0
no_play,,,,,,0.0,,,,,2943.0
pass,GB,,,,,4.0,3.0,48.0,,-7.0,2943.0
run,GB,2.0,00-0036265,00-0036265,A.Dillon,10.0,1.0,42.0,right,-7.0,2905.0
pass,GB,,,,,8.0,2.0,40.0,,-7.0,2867.0
pass,GB,,,,,8.0,3.0,40.0,,-7.0,2864.0
punt,GB,,,,,16.0,4.0,48.0,,-7.0,2818.0
run,MIN,6.0,00-0034972,00-0034972,A.Mattison,10.0,1.0,85.0,left,7.0,2812.0
pass,MIN,,,,,4.0,2.0,79.0,,7.0,2773.0
run,MIN,3.0,00-0034972,00-0034972,A.Mattison,10.0,1.0,73.0,middle,7.0,2730.0
,MIN,,,,,0.0,,,,7.0,2700.0
run,MIN,5.0,00-0034972,00-0034972,A.Mattison,7.0,2.0,70.0,left,7.0,2700.0
pass,MIN,,,,,2.0,3.0,65.0,,7.0,2661.0
punt,MIN,,,,,2.0,4.0,65.0,,7.0,2657.0
pass,GB,,,,,10.0,1.0,80.0,,-7.0,2651.0
run,GB,3.0,00-0036265,00-0036265,A.Dillon,10.0,1.0,57.0,left,-7.0,2619.0
pass,GB,,,,,7.0,2.0,54.0,,-7.0,2576.0
pass,GB,,,,,10.0,1.0,32.0,,-7.0,2528.0
run,GB,7.0,00-0038124,00-0038124,C.Watson,10.0,1.0,20.0,left,-7.0,2482.0
pass,GB,,,,,3.0,2.0,13.0,,-7.0,2448.0
run,GB,2.0,00-0033293,00-0033293,A.Jones,9.0,1.0,9.0,left,-7.0,2410.0
no_play,,,,,,0.0,,,,,2364.0
pass,GB,,,,,7.0,2.0,7.0,,-7.0,2364.0
pass,GB,,,,,7.0,3.0,7.0,,-7.0,2319.0
no_play,,,,,,0.0,,,,,2283.0
run,GB,0.0,00-0036265,00-0036265,A.Dillon,1.0,4.0,1.0,middle,-7.0,2283.0
run,MIN,4.0,00-0033893,00-0033893,D.Cook,10.0,1.0,99.0,right,7.0,2278.0
run,MIN,6.0,00-0033893,00-0033893,D.Cook,6.0,2.0,95.0,left,7.0,2234.0
run,MIN,12.0,00-0033893,00-0033893,D.Cook,10.0,1.0,89.0,right,7.0,2190.0
pass,MIN,,,,,10.0,1.0,77.0,,7.0,2154.0
pass,MIN,,,,,10.0,1.0,13.0,,7.0,2127.0
run,MIN,1.0,00-0033893,00-0033893,D.Cook,3.0,2.0,6.0,right,7.0,2087.0
pass,MIN,,,,,2.0,3.0,5.0,,7.0,2042.0
no_play,MIN,,,,,2.0,4.0,5.0,,7.0,2037.0
